Customer_ID,Total_Transactions,Total_Spend,Avg_Transaction,Fraud_Transactions,Max_Risk_Score,Avg_Risk_Score,Customer_Risk_Level
CUST00052,11,35447.31,3222.482727272727,0,0,0.0,Low
CUST00053,5,10085.79,2017.1580000000001,1,30,6.0,Low
CUST00054,8,9011.05,1126.38125,0,0,0.0,Low
CUST00055,10,7602.009999999999,760.2009999999999,0,10,4.0,Low
CUST00056,8,192222.62,24027.8275,0,10,6.25,Low
CUST00057,9,32481.09,3609.01,0,10,1.1111111111111112,Low
CUST00058,15,7796.35,519.7566666666667,0,10,4.666666666666667,Low
CUST00059,5,204216.02,40843.204,0,10,2.0,Low
CUST00060,10,59924.06,5992.406,1,20,3.0,Low
CUST00061,14,110769.01,7912.072142857142,3,20,2.857142857142857,Low
CUST00062,11,51029.52,4639.047272727273,0,10,2.727272727272727,Low
CUST00063,12,352154.28,29346.190000000002,0,20,3.3333333333333335,Low
CUST00064,9,4557.78,506.41999999999996,0,0,0.0,Low
CUST00065,7,13237.66,1891.0942857142857,0,10,4.285714285714286,Low
CUST00066,10,10653.970000000001,1065.3970000000002,0,10,2.0,Low
CUST00067,8,13391.58,1673.9475,0,10,2.5,Low
CUST00068,12,301545.15,25128.7625,0,30,3.3333333333333335,Low
CUST00069,8,4959.34,619.9175,0,10,3.75,Low
CUST00070,6,42202.95,7033.825,0,10,1.6666666666666667,Low
CUST00071,11,43894.85,3990.440909090909,0,10,1.8181818181818181,Low
CUST00072,11,47586.61,4326.055454545454,0,10,2.727272727272727,Low
CUST00073,12,13453.93,1121.1608333333334,0,10,2.5,Low
CUST00074,14,3993.01,285.21500000000003,0,10,2.142857142857143,Low
CUST00075,13,160139.47,12318.42076923077,0,10,3.076923076923077,Low
CUST00076,11,27133.09,2466.6445454545456,0,10,5.454545454545454,Low
CUST00077,8,11155.07,1394.38375,0,10,3.75,Low
CUST00078,11,111034.05,10094.004545454545,0,10,0.9090909090909091,Low
CUST00079,12,49394.52,4116.21,0,10,2.5,Low
CUST00080,15,46845.31,3123.0206666666663,3,75,9.666666666666666,High
CUST00081,7,160559.64,22937.09142857143,0,10,1.4285714285714286,Low
CUST00082,11,15667.39,1424.3081818181818,1,20,2.727272727272727,Low
CUST00083,10,13061.29,1306.1290000000001,0,10,2.0,Low
CUST00084,13,467573.13,35967.163846153846,0,10,3.076923076923077,Low
CUST00085,9,50268.869999999995,5585.429999999999,0,10,1.1111111111111112,Low
CUST00086,12,29903.92,2491.9933333333333,0,10,4.166666666666667,Low
CUST00087,12,3814.41,317.8675,0,10,1.6666666666666667,Low
CUST00088,10,8903.05,890.305,1,15,5.5,Low
CUST00089,11,12517.46,1137.950909090909,1,15,2.272727272727273,Low
CUST00090,10,10292.3,1029.23,1,20,3.0,Low
CUST00091,8,24656.57,3082.07125,0,10,2.5,Low
CUST00092,13,7678.36,590.6430769230769,1,30,3.8461538461538463,Low
CUST00093,12,69142.29000000001,5761.857500000001,0,10,5.0,Low
CUST00094,11,62058.11,5641.646363636363,1,10,2.727272727272727,Low
CUST00095,10,4660.39,466.03900000000004,0,10,1.0,Low
CUST00096,9,220248.24,24472.026666666665,2,30,6.666666666666667,Low
CUST00097,9,2635.69,292.8544444444444,0,10,2.2222222222222223,Low
CUST00098,9,22377.64,2486.4044444444444,1,20,4.444444444444445,Low
CUST00099,13,587510.92,45193.1476923077,1,10,2.3076923076923075,Low
CUST00100,11,16556.38,1505.1254545454547,0,10,4.545454545454546,Low
CUST00101,12,67293.07,5607.755833333334,1,10,3.3333333333333335,Low
CUST00102,6,37424.86,6237.4766666666665,0,0,0.0,Low
CUST00103,6,67828.28,11304.713333333333,0,0,0.0,Low
CUST00104,5,14131.84,2826.368,0,10,4.0,Low
CUST00105,7,9954.41,1422.0585714285714,0,10,1.4285714285714286,Low
CUST00106,5,5462.37,1092.474,0,10,6.0,Low
CUST00107,10,10224.789999999999,1022.4789999999999,0,10,3.0,Low
CUST00108,7,5693.54,813.3628571428571,0,10,2.857142857142857,Low
CUST00109,8,18056.41,2257.05125,1,15,4.375,Low
CUST00110,8,16582.05,2072.75625,0,0,0.0,Low
CUST00111,9,1721.03,191.22555555555556,0,10,1.1111111111111112,Low
CUST00112,14,20455.68,1461.1200000000001,0,10,1.4285714285714286,Low
CUST00113,10,28749.829999999998,2874.9829999999997,1,20,5.0,Low
CUST00114,10,8753.720000000001,875.3720000000001,0,0,0.0,Low
CUST00115,8,99116.56,12389.57,0,10,3.75,Low
CUST00116,11,8433.81,766.7099999999999,0,10,1.8181818181818181,Low
CUST00117,8,17896.52,2237.065,1,10,2.5,Low
CUST00118,7,95037.16,13576.737142857144,0,10,1.4285714285714286,Low
CUST00119,11,15865.14,1442.2854545454545,0,10,0.9090909090909091,Low
CUST00120,16,18589.22,1161.82625,1,20,1.25,Low
CUST00121,12,14015.69,1167.9741666666666,0,10,4.166666666666667,Low
CUST00122,7,55847.399999999994,7978.199999999999,0,10,1.4285714285714286,Low
CUST00123,6,117286.16999999998,19547.694999999996,0,10,6.666666666666667,Low
CUST00124,12,22070.78,1839.2316666666666,0,10,3.3333333333333335,Low
CUST00125,6,2557.6800000000003,426.28000000000003,0,0,0.0,Low
CUST00126,8,6564.59,820.57375,0,10,1.25,Low
CUST00127,12,6483.32,540.2766666666666,1,10,5.833333333333333,Low
CUST00128,17,23205.82,1365.0482352941176,1,30,4.705882352941177,Low
CUST00129,7,75310.65,10758.664285714285,0,10,2.857142857142857,Low
CUST00130,18,29063.28,1614.6266666666666,0,10,2.7777777777777777,Low
CUST00131,8,42765.47,5345.68375,0,10,2.5,Low
CUST00132,5,3375.21,675.042,1,30,6.0,Low
CUST00133,12,10198.47,849.8725,0,10,0.8333333333333334,Low
CUST00134,9,185360.04,20595.56,0,10,2.2222222222222223,Low
CUST00135,9,14979.32,1664.368888888889,0,10,3.3333333333333335,Low
CUST00136,9,5941.59,660.1766666666667,0,10,3.3333333333333335,Low
CUST00137,11,11795.28,1072.2981818181818,0,10,2.727272727272727,Low
CUST00138,15,5648.62,376.57466666666664,2,20,2.6666666666666665,Low
CUST00139,12,16848.89,1404.0741666666665,0,10,1.6666666666666667,Low
CUST00140,10,19855.7,1985.5700000000002,1,20,4.0,Low
CUST00141,10,9264.94,926.494,0,10,3.0,Low
CUST00142,7,77875.3,11125.042857142858,0,10,1.4285714285714286,Low
CUST00143,13,105273.92,8097.993846153846,0,10,2.3076923076923075,Low
CUST00144,9,47721.44,5302.3822222222225,1,15,2.7777777777777777,Low
CUST00145,4,19976.329999999998,4994.0824999999995,0,10,5.0,Low
CUST00146,10,9964.539999999999,996.454,2,20,6.0,Low
CUST00147,12,10131.369999999999,844.2808333333332,0,10,4.166666666666667,Low
CUST00148,17,252254.37,14838.492352941175,0,10,1.7647058823529411,Low
CUST00149,7,10747.02,1535.2885714285715,0,0,0.0,Low
CUST00150,11,32272.53,2933.8663636363635,0,10,4.545454545454546,Low
CUST00151,5,34796.58,6959.316000000001,0,10,2.0,Low
CUST00152,6,3977.31,662.885,0,10,3.3333333333333335,Low
CUST00153,12,167601.01,13966.750833333334,0,10,2.5,Low
CUST00154,8,86477.08,10809.635,0,10,1.25,Low
CUST00155,12,8146.780000000001,678.8983333333334,1,20,4.166666666666667,Low
CUST00156,8,3811.98,476.4975,0,0,0.0,Low
CUST00157,12,9325.94,777.1616666666667,3,75,9.583333333333334,High
CUST00158,10,17778.32,1777.8319999999999,1,30,4.0,Low
CUST00159,8,13117.52,1639.69,0,10,1.25,Low
CUST00160,10,620796.13,62079.613,1,30,10.0,Low
CUST00161,10,11227.75,1122.775,3,85,17.5,High
CUST00162,7,8710.01,1244.287142857143,0,10,2.857142857142857,Low
CUST00163,9,85809.11,9534.345555555556,0,10,3.3333333333333335,Low
CUST00164,9,37832.29,4203.587777777778,0,10,3.3333333333333335,Low
CUST00165,8,12492.7,1561.5875,0,10,1.25,Low
CUST00166,12,97329.64,8110.803333333333,0,10,2.5,Low
CUST00167,11,49272.11,4479.282727272727,1,20,5.454545454545454,Low
CUST00168,10,40112.39,4011.239,0,10,2.0,Low
CUST00169,9,15086.59,1676.2877777777778,0,10,4.444444444444445,Low
CUST00170,16,719871.47,44991.966875,0,30,6.25,Low
CUST00171,17,894137.78,52596.340000000004,0,20,3.5294117647058822,Low
CUST00172,10,18057.69,1805.7689999999998,0,10,1.0,Low
CUST00173,12,18981.04,1581.7533333333333,0,10,3.3333333333333335,Low
CUST00174,11,50308.09,4573.462727272727,1,10,1.8181818181818181,Low
CUST00175,3,5727.280000000001,1909.0933333333335,0,10,3.3333333333333335,Low
CUST00176,9,11679.4,1297.711111111111,0,10,3.3333333333333335,Low
CUST00177,12,16899.77,1408.3141666666668,1,15,3.75,Low
CUST00178,12,31327.99,2610.6658333333335,0,10,2.5,Low
CUST00179,5,35015.05,7003.01,0,0,0.0,Low
CUST00180,11,47212.72,4292.0654545454545,0,10,2.727272727272727,Low
CUST00181,9,3583.2799999999997,398.1422222222222,1,20,4.444444444444445,Low
CUST00182,12,10912.53,909.3775,1,20,2.5,Low
CUST00183,10,14046.88,1404.6879999999999,0,10,4.0,Low
CUST00184,6,3008.74,501.45666666666665,0,10,3.3333333333333335,Low
CUST00185,16,88801.63,5550.101875,0,10,3.125,Low
CUST00186,12,27094.88,2257.9066666666668,3,75,11.25,High
CUST00187,12,5871.2,489.26666666666665,0,10,4.166666666666667,Low
CUST00188,9,71504.2,7944.911111111111,0,10,3.3333333333333335,Low
CUST00189,14,25012.15,1786.582142857143,0,10,4.285714285714286,Low
CUST00190,10,3069.51,306.951,0,10,2.0,Low
CUST00191,7,65920.92,9417.274285714286,1,10,2.857142857142857,Low
CUST00192,10,12263.87,1226.3870000000002,0,10,3.0,Low
CUST00193,12,226920.54,18910.045000000002,2,10,0.8333333333333334,Low
CUST00194,8,119099.12,14887.39,0,10,5.0,Low
CUST00195,13,28445.38,2188.106153846154,0,10,2.3076923076923075,Low
CUST00196,3,3396.96,1132.32,0,10,6.666666666666667,Low
CUST00197,20,65427.23,3271.3615,0,10,1.0,Low
CUST00198,15,22447.73,1496.5153333333333,3,85,13.0,High
CUST00199,12,16506.45,1375.5375000000001,0,10,4.166666666666667,Low
CUST00200,9,1316.51,146.2788888888889,0,10,2.2222222222222223,Low
CUST00201,16,8245.01,515.313125,1,10,1.875,Low
CUST00202,15,441926.0,29461.733333333334,3,75,12.333333333333334,High
CUST00203,10,21258.41,2125.841,0,10,3.0,Low
CUST00204,12,343992.7,28666.058333333334,1,20,4.166666666666667,Low
CUST00205,12,40219.71,3351.6425,0,10,1.6666666666666667,Low
CUST00206,11,6648.64,604.4218181818183,2,30,5.909090909090909,Low
CUST00207,9,36088.409999999996,4009.823333333333,0,10,1.1111111111111112,Low
CUST00208,9,10571.72,1174.6355555555556,0,10,1.1111111111111112,Low
CUST00209,8,6451.469999999999,806.4337499999999,0,10,2.5,Low
CUST00210,3,1285.0900000000001,428.3633333333334,0,0,0.0,Low
CUST00211,8,18563.26,2320.4075,0,10,1.25,Low
CUST00212,8,31516.08,3939.51,0,10,3.75,Low
CUST00213,15,7474.78,498.3186666666667,0,10,1.3333333333333333,Low
CUST00214,7,17850.05,2550.0071428571428,0,0,0.0,Low
CUST00215,10,205221.53,20522.153,0,10,2.0,Low
CUST00216,10,68945.04,6894.503999999999,0,10,4.0,Low
CUST00217,13,11196.130000000001,861.2407692307693,0,10,3.076923076923077,Low
CUST00218,6,14354.84,2392.4733333333334,0,10,1.6666666666666667,Low
CUST00219,10,310656.3,31065.629999999997,1,20,2.0,Low
CUST00220,5,8315.37,1663.074,0,10,2.0,Low
CUST00221,11,74860.31,6805.482727272727,0,10,6.363636363636363,Low
CUST00222,5,8129.36,1625.8719999999998,0,10,4.0,Low
CUST00223,13,5397.13,415.1638461538462,0,10,1.5384615384615385,Low
CUST00224,13,17991.69,1383.9761538461537,0,10,0.7692307692307693,Low
CUST00225,8,32705.28,4088.16,0,10,5.0,Low
CUST00226,16,37196.85,2324.803125,0,10,1.875,Low
CUST00227,10,4623.74,462.37399999999997,0,10,1.0,Low
CUST00228,10,78465.73,7846.572999999999,0,10,4.0,Low
CUST00229,11,78975.21,7179.564545454546,0,10,3.6363636363636362,Low
CUST00230,9,77586.0,8620.666666666666,0,0,0.0,Low
CUST00231,17,158957.08000000002,9350.416470588236,1,10,5.294117647058823,Low
CUST00232,14,37168.91,2654.922142857143,1,10,4.285714285714286,Low
CUST00233,8,15743.740000000002,1967.9675000000002,0,0,0.0,Low
CUST00234,11,229068.55,20824.413636363635,1,10,1.8181818181818181,Low
CUST00235,11,139263.92,12660.356363636365,0,10,4.545454545454546,Low
CUST00236,16,20234.6,1264.6625,0,10,1.25,Low
CUST00237,9,20911.22,2323.468888888889,0,10,1.1111111111111112,Low
CUST00238,11,25348.69,2304.4263636363635,0,10,1.8181818181818181,Low
CUST00239,4,21450.68,5362.67,0,0,0.0,Low
CUST00240,14,37289.15,2663.5107142857146,0,10,2.142857142857143,Low
CUST00241,9,47628.57,5292.0633333333335,0,10,3.3333333333333335,Low
CUST00242,12,77322.88,6443.573333333334,0,10,3.3333333333333335,Low
CUST00243,6,18973.05,3162.1749999999997,0,10,3.3333333333333335,Low
CUST00244,10,82567.70999999999,8256.770999999999,0,10,4.0,Low
CUST00245,7,10294.79,1470.6842857142858,0,10,1.4285714285714286,Low
CUST00246,8,21382.920000000002,2672.8650000000002,0,10,3.75,Low
CUST00247,11,7964.1900000000005,724.0172727272728,1,15,1.3636363636363635,Low
CUST00248,10,27324.09,2732.409,0,10,3.0,Low
CUST00249,6,1094.2,182.36666666666667,0,10,3.3333333333333335,Low
CUST00250,7,18519.89,2645.6985714285715,0,10,2.857142857142857,Low
CUST00251,9,4981.1,553.4555555555556,0,10,4.444444444444445,Low
CUST00252,13,78575.47,6044.266923076923,3,30,5.384615384615385,Low
CUST00253,9,253860.97000000003,28206.774444444447,0,30,4.444444444444445,Low
CUST00254,13,21853.34,1681.0261538461539,1,10,3.8461538461538463,Low
CUST00255,16,32132.61,2008.288125,0,10,1.875,Low
CUST00256,15,29069.12,1937.9413333333332,0,10,3.3333333333333335,Low
CUST00257,9,10571.74,1174.6377777777777,0,0,0.0,Low
CUST00258,7,26241.730000000003,3748.818571428572,1,10,2.857142857142857,Low
CUST00259,14,7861.700000000001,561.5500000000001,0,10,0.7142857142857143,Low
CUST00260,10,11660.82,1166.0819999999999,0,10,1.0,Low
CUST00261,11,77528.84,7048.076363636364,2,25,5.0,Low
CUST00262,7,45494.94,6499.277142857143,1,25,7.857142857142857,Low
CUST00263,10,20258.41,2025.841,0,10,2.0,Low
CUST00264,10,17258.84,1725.884,0,10,3.0,Low
CUST00265,12,7632.43,636.0358333333334,0,0,0.0,Low
CUST00266,11,31278.010000000002,2843.455454545455,0,10,3.6363636363636362,Low
CUST00267,22,37328.4,1696.7454545454545,1,20,4.090909090909091,Low
CUST00268,7,29028.46,4146.922857142857,0,10,4.285714285714286,Low
CUST00269,10,43163.909999999996,4316.391,0,10,2.0,Low
CUST00270,7,10878.15,1554.0214285714285,0,10,1.4285714285714286,Low
CUST00271,15,101659.87,6777.324666666666,0,10,3.3333333333333335,Low
CUST00272,10,25576.66,2557.666,0,10,4.0,Low
CUST00273,5,29895.45,5979.09,1,20,4.0,Low
CUST00274,13,546032.23,42002.479230769226,1,30,4.615384615384615,Low
CUST00275,11,30198.57,2745.3245454545454,0,10,1.8181818181818181,Low
CUST00276,13,14615.39,1124.2607692307693,2,20,3.076923076923077,Low
CUST00277,12,47018.06,3918.1716666666666,0,10,4.166666666666667,Low
CUST00278,9,2425.36,269.4844444444445,1,10,4.444444444444445,Low
CUST00279,10,2732.4,273.24,0,10,5.0,Low
CUST00280,12,27009.68,2250.806666666667,0,10,0.8333333333333334,Low
CUST00281,8,121535.07,15191.88375,0,10,1.25,Low
CUST00282,9,7941.07,882.3411111111111,3,75,16.11111111111111,High
CUST00283,6,66207.58,11034.596666666666,0,10,1.6666666666666667,Low
CUST00284,4,804.35,201.0875,0,10,2.5,Low
CUST00285,16,51443.6,3215.225,0,10,3.125,Low
CUST00286,6,6039.15,1006.525,0,0,0.0,Low
CUST00287,7,13536.439999999999,1933.7771428571427,0,10,2.857142857142857,Low
CUST00288,13,162169.6,12474.584615384616,0,10,1.5384615384615385,Low
CUST00289,12,405418.11,33784.8425,0,20,4.166666666666667,Low
CUST00290,11,86744.7,7885.881818181818,0,10,4.545454545454546,Low
CUST00291,13,109572.52,8428.655384615386,0,10,0.7692307692307693,Low
CUST00292,17,51124.65,3007.3323529411764,0,10,2.9411764705882355,Low
CUST00293,8,1744.74,218.0925,0,10,1.25,Low
CUST00294,14,83084.03,5934.573571428571,2,20,5.714285714285714,Low
CUST00295,11,33652.08,3059.28,0,10,2.727272727272727,Low
CUST00296,13,9151.6,703.9692307692308,0,10,1.5384615384615385,Low
CUST00297,12,15876.359999999999,1323.03,0,10,0.8333333333333334,Low
CUST00298,9,155968.26,17329.806666666667,0,10,5.555555555555555,Low
CUST00299,14,6054.34,432.45285714285717,0,10,4.285714285714286,Low
CUST00300,11,17098.38,1554.398181818182,0,10,2.727272727272727,Low
CUST00301,12,433901.11,36158.425833333335,0,10,1.6666666666666667,Low
CUST00302,6,2745.47,457.5783333333333,0,10,5.0,Low
CUST00303,9,41408.72,4600.968888888889,0,10,3.3333333333333335,Low
CUST00304,17,114669.88,6745.28705882353,1,20,2.9411764705882355,Low
CUST00305,6,15684.68,2614.1133333333332,0,10,1.6666666666666667,Low
CUST00306,7,8942.369999999999,1277.4814285714285,1,10,1.4285714285714286,Low
CUST00307,5,7099.37,1419.874,1,20,4.0,Low
CUST00308,11,20584.75,1871.340909090909,1,20,4.545454545454546,Low
CUST00309,11,6570.39,597.3081818181819,0,10,1.8181818181818181,Low
CUST00310,8,183644.35,22955.54375,0,10,3.75,Low
CUST00311,7,51769.03,7395.575714285714,1,10,1.4285714285714286,Low
CUST00312,13,95103.26,7315.635384615384,1,10,1.5384615384615385,Low
CUST00313,14,27664.92,1976.0657142857142,0,10,4.285714285714286,Low
CUST00314,12,59659.09,4971.590833333333,0,10,4.166666666666667,Low
CUST00315,11,14688.359999999999,1335.3054545454545,0,10,0.9090909090909091,Low
CUST00316,12,7930.88,660.9066666666666,1,15,2.0833333333333335,Low
CUST00317,17,178719.07,10512.886470588235,1,10,4.117647058823529,Low
CUST00318,9,5269.38,585.4866666666667,0,10,2.2222222222222223,Low
CUST00319,11,116918.31,10628.937272727273,0,10,1.8181818181818181,Low
CUST00320,14,29723.23,2123.087857142857,0,10,2.142857142857143,Low
CUST00321,11,14391.97,1308.360909090909,0,10,0.9090909090909091,Low
CUST00322,7,8495.83,1213.69,0,10,1.4285714285714286,Low
CUST00323,11,142793.31,12981.21,1,15,2.272727272727273,Low
CUST00324,13,17111.5,1316.2692307692307,0,10,2.3076923076923075,Low
CUST00325,17,194239.45,11425.85,0,10,2.9411764705882355,Low
CUST00326,14,111076.07,7934.005,0,10,2.142857142857143,Low
CUST00327,7,1585.38,226.48285714285717,0,10,2.857142857142857,Low
CUST00328,11,6066.29,551.4809090909091,0,10,4.545454545454546,Low
CUST00329,11,87866.22,7987.8381818181815,0,10,1.8181818181818181,Low
CUST00330,6,6956.93,1159.4883333333335,0,10,3.3333333333333335,Low
CUST00331,9,10063.02,1118.1133333333335,0,10,2.2222222222222223,Low
CUST00332,9,67756.36,7528.484444444444,0,10,1.1111111111111112,Low
CUST00333,8,7740.04,967.505,0,10,3.75,Low
CUST00334,16,10566.96,660.435,0,10,1.875,Low
CUST00335,9,62179.240000000005,6908.804444444445,0,10,3.3333333333333335,Low
CUST00336,12,54548.83,4545.735833333333,0,10,4.166666666666667,Low
CUST00337,10,5135.6,513.5600000000001,0,10,2.0,Low
CUST00338,14,21900.11,1564.2935714285716,0,10,1.4285714285714286,Low
CUST00339,16,29656.55,1853.534375,0,10,0.625,Low
CUST00340,7,154699.77,22099.967142857142,0,10,2.857142857142857,Low
CUST00341,11,14316.78,1301.5254545454545,0,10,3.6363636363636362,Low
CUST00342,13,14785.76,1137.3661538461538,0,10,1.5384615384615385,Low
CUST00343,10,56162.89,5616.289,0,10,4.0,Low
CUST00344,11,14149.95,1286.359090909091,1,30,5.454545454545454,Low
CUST00345,8,29037.75,3629.71875,0,10,1.25,Low
CUST00346,9,9258.7,1028.7444444444445,0,10,3.3333333333333335,Low
CUST00347,6,3770.56,628.4266666666666,0,10,3.3333333333333335,Low
CUST00348,6,19756.52,3292.7533333333336,0,10,5.0,Low
CUST00349,10,28491.79,2849.179,0,10,3.0,Low
CUST00350,10,114640.9,11464.09,1,10,8.0,Low
CUST00351,11,30264.27,2751.2972727272727,0,10,0.9090909090909091,Low
CUST00352,4,26679.4,6669.85,0,10,2.5,Low
CUST00353,7,2028.3,289.75714285714287,0,0,0.0,Low
CUST00354,5,2977.71,595.542,0,10,4.0,Low
CUST00355,11,76901.58,6991.052727272728,1,10,5.454545454545454,Low
CUST00356,11,7088.08,644.3709090909091,0,10,2.727272727272727,Low
CUST00357,7,6829.13,975.59,0,10,1.4285714285714286,Low
CUST00358,6,152007.89,25334.648333333334,0,0,0.0,Low
CUST00359,13,46011.9,3539.376923076923,0,10,2.3076923076923075,Low
CUST00360,7,15937.259999999998,2276.7514285714283,0,10,2.857142857142857,Low
CUST00361,14,10945.57,781.8264285714286,0,10,2.857142857142857,Low
CUST00362,8,209956.9,26244.6125,0,10,2.5,Low
CUST00363,8,43620.47,5452.55875,0,10,2.5,Low
CUST00364,9,9708.220000000001,1078.6911111111112,0,10,1.1111111111111112,Low
CUST00365,6,3939.0699999999997,656.5116666666667,0,10,3.3333333333333335,Low
CUST00366,6,41605.619999999995,6934.2699999999995,0,10,5.0,Low
CUST00367,11,2989.35,271.7590909090909,0,10,3.6363636363636362,Low
CUST00368,9,18375.84,2041.76,0,0,0.0,Low
CUST00369,10,7672.33,767.233,0,10,4.0,Low
CUST00370,12,12470.05,1039.1708333333333,0,10,4.166666666666667,Low
CUST00371,10,61684.9,6168.49,1,0,0.0,Low
CUST00372,9,57945.88,6438.431111111111,0,10,4.444444444444445,Low
CUST00373,11,9686.45,880.5863636363637,0,10,1.8181818181818181,Low
CUST00374,10,18375.93,1837.593,1,20,6.0,Low
CUST00375,7,29155.63,4165.09,0,10,5.714285714285714,Low
CUST00376,7,3699.29,528.47,0,10,1.4285714285714286,Low
CUST00377,10,263984.2,26398.420000000002,0,10,3.0,Low
CUST00378,14,30359.47,2168.5335714285716,0,10,2.857142857142857,Low
CUST00379,13,74833.67,5756.4361538461535,0,10,1.5384615384615385,Low
CUST00380,12,18883.399999999998,1573.6166666666666,0,10,0.8333333333333334,Low
CUST00381,15,20075.12,1338.3413333333333,0,10,4.0,Low
CUST00382,8,44439.67,5554.95875,1,10,1.25,Low
CUST00383,12,62010.47,5167.5391666666665,3,85,12.916666666666666,High
CUST00384,11,83565.84,7596.894545454546,0,10,1.8181818181818181,Low
CUST00385,6,10665.67,1777.6116666666667,0,10,5.0,Low
CUST00386,9,62627.17,6958.574444444444,0,10,6.666666666666667,Low
CUST00387,12,30724.55,2560.3791666666666,0,10,3.3333333333333335,Low
CUST00388,10,28833.84,2883.384,0,10,4.0,Low
CUST00389,12,23725.16,1977.0966666666666,1,10,1.6666666666666667,Low
CUST00390,8,34836.69,4354.58625,0,0,0.0,Low
CUST00391,9,31363.440000000002,3484.826666666667,0,10,2.2222222222222223,Low
CUST00392,7,77713.19,11101.884285714286,0,10,2.857142857142857,Low
CUST00393,9,26955.030000000002,2995.0033333333336,0,10,2.2222222222222223,Low
CUST00394,4,24750.309999999998,6187.577499999999,0,0,0.0,Low
CUST00395,8,9349.35,1168.66875,0,10,3.75,Low
CUST00396,7,3951.02,564.4314285714286,0,10,2.857142857142857,Low
CUST00397,12,63375.55,5281.295833333334,0,10,3.3333333333333335,Low
CUST00398,14,222935.7,15923.978571428572,0,10,3.5714285714285716,Low
CUST00399,10,85033.94,8503.394,0,10,4.0,Low
CUST00400,9,9119.14,1013.2377777777778,0,10,3.3333333333333335,Low
